1000,2441
1050,549
1100,1809
1150,475
1200,2102
1250,2010
1300,214
1350,238
1400,174
1450,78
1500,428
1550,459
1600,638
1650,247
1700,574
1750,230
1800,372
1850,206
1900,121
1950,534
2000,984
2050,687
2100,1142
2150,2046
2200,1587
2250,497
2300,862
2350,484
2400,216
2450,118
2500,292
2550,1349
2600,149
2650,905
2700,1048
2750,743
2800,601
2850,562
2900,4129
2950,308
3000,599
3050,1349
3100,671
3150,1315
3200,1493
3250,2715
3300,1736
3350,2378
3400,893
3450,6049
3500,1082
3550,220
3600,836
3650,1863
3700,408
3750,7100
3800,2412
3850,1959
3900,2759
3950,2263
4000,3243
4050,2096
4100,2360
4150,2637
4200,2474
4250,3773
4300,2621
4350,2481
4400,3099
4450,4868
4500,883
4550,947
4600,3013
4650,3535
4700,567
4750,1438
4800,3009
4850,1492
4900,1027
4950,10029
5000,6797
5050,3937
5100,3318
5150,3060
5200,3516
5250,13362
5300,7432
5350,6558
5400,4384
5450,775
5500,3908
5550,9236
5600,4279
5650,5116
5700,2699
5750,4369
5800,15254
5850,5639
5900,2086
5950,2961
6000,5028
6050,4766
6100,4917
6150,4937
6200,5875
6250,3242
6300,5348
6350,1923
6400,2840
6450,1850
6500,4209
6550,8344
6600,4839
6650,7470
6700,5777
6750,2588
6800,6107
6850,6927
6900,6345
6950,5292
7000,1018
7050,6612
7100,3379
7150,8690
7200,8664
7250,13249
7300,9003
7350,7328
7400,13267
7450,8132
7500,9313
7550,12296
7600,6394
7650,9332
7700,2924
7750,19078
7800,5364
7850,25353
7900,2133
7950,5260
8000,3887
8050,4565
8100,8585
8150,30847
8200,31008
8250,8852
8300,5646
8350,5913
8400,10797
8450,8939
8500,12828
8550,28708
8600,17711
8650,3796
8700,7090
8750,10243
8800,35252
8850,23958
8900,12663
8950,3286
9000,10692
9050,13284
9100,13568
9150,23150
9200,14323
9250,7240
9300,14438
9350,13793
9400,10158
9450,23812
9500,5476
9550,32707
9600,9485
9650,3332
9700,14299
9750,12718
9800,12318
9850,12666
9900,13744
9950,8996
10000,50317
