1000,3857
1050,1517
1100,1785
1150,1949
1200,314
1250,400
1300,373
1350,433
1400,706
1450,486
1500,634
1550,494
1600,526
1650,867
1700,551
1750,671
1800,829
1850,1115
1900,1542
1950,1647
2000,1727
2050,1447
2100,1341
2150,2095
2200,1078
2250,1110
2300,1288
2350,1201
2400,1271
2450,1971
2500,1977
2550,1398
2600,2454
2650,1478
2700,2247
2750,1644
2800,1917
2850,3557
2900,2832
2950,2204
3000,2052
3050,1966
3100,3507
3150,2434
3200,4758
3250,2859
3300,3402
3350,2691
3400,5450
3450,4918
3500,3693
3550,3385
3600,5265
3650,3629
3700,2886
3750,2894
3800,3113
3850,3057
3900,6716
3950,3402
4000,3352
4050,3923
4100,5020
4150,4644
4200,4034
4250,4428
4300,7988
4350,6037
4400,7649
4450,9188
4500,4176
4550,4323
4600,4822
4650,4724
4700,4720
4750,4689
4800,10886
4850,4925
4900,5126
4950,5206
5000,8796
5050,5234
5100,7509
5150,5510
5200,5781
5250,6515
5300,6794
5350,6108
5400,6782
5450,12277
5500,6487
5550,8468
5600,6466
5650,8062
5700,6896
5750,9324
5800,11644
5850,7903
5900,16041
5950,8675
6000,13746
6050,9061
6100,8108
6150,8238
6200,13090
6250,8933
6300,12306
6350,14900
6400,8921
6450,9413
6500,13122
6550,8808
6600,9260
6650,15179
6700,13018
6750,11322
6800,18473
6850,14406
6900,13270
6950,11581
7000,17711
7050,12749
7100,14368
7150,14157
7200,13926
7250,14965
7300,26315
7350,19186
7400,13434
7450,17107
7500,19119
7550,12777
7600,19606
7650,33596
7700,12119
7750,12972
7800,15645
7850,20143
7900,18193
7950,17160
8000,20983
8050,17129
8100,16520
8150,13516
8200,18113
8250,16594
8300,26849
8350,14318
8400,19438
8450,14602
8500,15800
8550,20129
8600,15200
8650,26065
8700,17364
8750,37915
8800,19168
8850,18503
8900,38480
8950,24235
9000,39182
9050,28699
9100,18454
9150,17787
9200,20201
9250,18651
9300,27934
9350,23012
9400,23661
9450,21337
9500,19909
9550,19404
9600,28344
9650,24256
9700,22374
9750,20099
9800,47819
9850,20250
9900,47451
9950,20957
10000,33562
