1000,4579
1050,2630
1100,1595
1150,435
1200,469
1250,512
1300,551
1350,630
1400,640
1450,681
1500,724
1550,802
1600,838
1650,881
1700,955
1750,1028
1800,1154
1850,1258
1900,1288
1950,1358
2000,1419
2050,1546
2100,1575
2150,1647
2200,1721
2250,1793
2300,1875
2350,1962
2400,2035
2450,2128
2500,2214
2550,2305
2600,2390
2650,2491
2700,2586
2750,2672
2800,2767
2850,2877
2900,2987
2950,3299
3000,3380
3050,3708
3100,3654
3150,3551
3200,4825
3250,4947
3300,4333
3350,4244
3400,4073
3450,4203
3500,4317
3550,4433
3600,4567
3650,4690
3700,4885
3750,4942
3800,5076
3850,5223
3900,5344
3950,5500
4000,5617
4050,5906
4100,5915
4150,8450
4200,6928
4250,6421
4300,6486
4350,6699
4400,6800
4450,6953
4500,7103
4550,7259
4600,7415
4650,7591
4700,7750
4750,7964
4800,8166
4850,8301
4900,8739
4950,8866
5000,8877
5050,8984
5100,9228
5150,9632
5200,9704
5250,9759
5300,10031
5350,10597
5400,13276
5450,10687
5500,11233
5550,11061
5600,11452
5650,11614
5700,11953
5750,12406
5800,12435
5850,12365
5900,12848
5950,13016
6000,13100
6050,13422
6100,13169
6150,13759
6200,13553
6250,14084
6300,14519
6350,14734
6400,14709
6450,14968
6500,16457
6550,17008
6600,15855
6650,15840
6700,18361
6750,16703
6800,17087
6850,17676
6900,18430
6950,22876
7000,18982
7050,20817
7100,18800
7150,17930
7200,18594
7250,18419
7300,18890
7350,19217
7400,19185
7450,19480
7500,19661
7550,22173
7600,23278
7650,20461
7700,20774
7750,24631
7800,24795
7850,21601
7900,21807
7950,25925
8000,25120
8050,24503
8100,22940
8150,23250
8200,23774
8250,23838
8300,24097
8350,24349
8400,26583
8450,26302
8500,25246
8550,25553
8600,25896
8650,26432
8700,26474
8750,29009
8800,28572
8850,27400
8900,27675
8950,28073
9000,28596
9050,28746
9100,31323
9150,29938
9200,31491
9250,30261
9300,30275
9350,31123
9400,31355
9450,34652
9500,33978
9550,32141
9600,35422
9650,32718
9700,33173
9750,33257
9800,36693
9850,33913
9900,38112
9950,37780
10000,35955
