1000,4409
1050,2627
1100,2065
1150,497
1200,508
1250,539
1300,558
1350,701
1400,642
1450,684
1500,726
1550,811
1600,868
1650,962
1700,1047
1750,1007
1800,1112
1850,1185
1900,1312
1950,1308
2000,1393
2050,1445
2100,1520
2150,1597
2200,1663
2250,1741
2300,1814
2350,1918
2400,1967
2450,2059
2500,2163
2550,2231
2600,2368
2650,2432
2700,2504
2750,2602
2800,2686
2850,2790
2900,2874
2950,2981
3000,3089
3050,3176
3100,3285
3150,3382
3200,3502
3250,3619
3300,3729
3350,3855
3400,3957
3450,4065
3500,4183
3550,4297
3600,4414
3650,4577
3700,5618
3750,6203
3800,5403
3850,5113
3900,5222
3950,5325
4000,5441
4050,5589
4100,5731
4150,5862
4200,6001
4250,6149
4300,6308
4350,6464
4400,6571
4450,6745
4500,6888
4550,7279
4600,7217
4650,7347
4700,7552
4750,7681
4800,7827
4850,8000
4900,8163
4950,8392
5000,8581
5050,8664
5100,11256
5150,10289
5200,9219
5250,9457
5300,10390
5350,9790
5400,10059
5450,10166
5500,10362
5550,10972
5600,10660
5650,12476
5700,12219
5750,11235
5800,11479
5850,11608
5900,11880
5950,12004
6000,12208
6050,12416
6100,12749
6150,15805
6200,15670
6250,13326
6300,13447
6350,16088
6400,14693
6450,14222
6500,14318
6550,17969
6600,15153
6650,16026
6700,18063
6750,16716
6800,16530
6850,16588
6900,17184
6950,17168
7000,17221
7050,17901
7100,18292
7150,18039
7200,18273
7250,18301
7300,20629
7350,19342
7400,19244
7450,19693
7500,19668
7550,20285
7600,20514
7650,20749
7700,20996
7750,21268
7800,21826
7850,21841
7900,21299
7950,22177
8000,22545
8050,23651
8100,23023
8150,23900
8200,23760
8250,26833
8300,26308
8350,26799
8400,24147
8450,24758
8500,26306
8550,25183
8600,25280
8650,25854
8700,26809
8750,26338
8800,26983
8850,28444
8900,27964
8950,27217
9000,30372
9050,31037
9100,29540
9150,30994
9200,29847
9250,30964
9300,30221
9350,33777
9400,31328
9450,31365
9500,31854
9550,32261
9600,32476
9650,33382
9700,33204
9750,33957
9800,34043
9850,33965
9900,33565
9950,33569
10000,33908
